id,url,visit_time,from_visit,transition,segment_id
6656,2955,13394133118609941,6646,805306368,0
6657,2956,13394133118782390,6646,805306368,0
6658,2957,13394133119354357,6646,805306368,0
6659,2958,13394133119375529,6646,805306368,0
6660,2959,13394133120936537,6646,805306368,0
6661,2960,13394133121039745,6646,805306368,0
6662,2961,13394133121582764,6646,805306368,0
6663,2962,13394133122293574,6646,805306368,0
6664,2961,13394133122889612,6646,805306368,0
6665,2960,13394133124345259,6646,805306368,0
6666,2961,13394133125104588,6646,805306368,0
6667,2962,13394133136029197,6646,805306368,0
6668,2961,13394133137223388,6646,805306368,0
6669,2960,13394133137700835,6646,805306368,0
6670,2961,13394133138040544,6646,805306368,0
6671,2960,13394133138780804,6646,805306368,0
6672,2963,13394133141683153,6646,805306368,0
6673,2964,13394133142224908,6646,805306368,0
6674,2963,13394133142670238,6646,805306368,0
6675,2965,13394133144159598,6646,805306368,0
6676,2963,13394133145508909,6646,805306368,0
6677,2965,13394133147548162,6646,805306368,0
6678,2966,13394133159990849,6646,805306368,0
6679,2964,13394133178314971,6646,805306368,0
6680,2967,13394133178409399,6646,805306368,0
6681,2968,13394133178991207,6646,805306368,0
6682,2969,13394133179399077,6646,805306368,0
6683,2970,13394133179758902,6646,805306368,0
6684,2969,13394133180302747,6646,805306368,0
6685,2970,13394133181979335,6646,805306368,0
6686,2971,13394133183743358,6646,805306368,0
6687,2972,13394133184368534,6646,805306368,0
6688,2973,13394133188508162,6646,805306368,0
6689,2973,13394133188515362,6646,805306368,0
6690,134,13394133266555628,6640,805306368,0
6691,57,13394133284693286,6690,805306368,0
6692,133,13394133294524276,6690,805306368,0
6693,2879,13394133296567502,6498,805306368,0
6694,2974,13394133296574687,6693,805306368,0
6695,2975,13394133302076270,6694,805306368,0
6696,1431,13394367263763073,0,805306376,0
6697,2976,13394367264007579,0,805306376,0
6698,133,13394367264267326,0,805306376,0
6699,1010,13394367270868629,0,805306376,0
6700,2529,13394367273080625,0,805306376,0
6701,9,13394367276081364,0,805306376,0
6702,907,13394367276849739,0,268435464,0
6703,908,13394367276849739,6702,-1610612728,0
6704,2860,13394367280391493,0,805306376,0
6705,5,13394367282409285,0,805306376,0
6706,2898,13394367283197079,0,805306376,0
6707,134,13394367285214882,0,805306368,0
6708,2977,13394367286158905,6706,805306368,0
6709,43,13394367287029586,6706,805306368,0
6710,36,13394367291336799,0,805306376,0
6711,2875,13394367301194329,0,805306376,0
6712,2837,13394367301617942,0,805306376,0
6713,2817,13394367306826692,0,805306376,0
6714,375,13394367310160802,6707,805306368,0
6715,133,13394367311972797,6707,805306368,0
6716,2319,13394367312937748,0,805306376,0
6717,2668,13394367313998598,0,805306376,0
6718,2978,13394367315676669,0,805306368,0
6719,1671,13394367325114799,0,805306376,0
6720,85,13394367326852247,0,805306376,0
6721,2979,13394367331546516,0,805306376,0
6722,2332,13394367331828817,0,805306376,0
6723,2980,13394367336185899,0,805306368,0
6724,2331,13394367343057295,0,805306376,0
6725,2981,13394367355699204,0,805306368,0
6726,2981,13394367654067496,0,805306376,0
6727,133,13394367654317134,0,805306376,0
6728,2980,13394367662829819,0,805306376,0
6729,36,13394367663572563,0,805306376,0
6730,2860,13394367672724036,0,805306376,0
6731,2529,13394367675171707,0,805306376,0
6732,2979,13394367679189044,0,805306376,0
6733,85,13394367680333725,0,805306376,0
6734,1671,13394367684129971,0,805306376,0
6735,2668,13394367684807504,0,805306376,0
6736,2319,13394367689903697,0,805306376,0
6737,2817,13394367695887616,0,805306376,0
6738,2837,13394367700659106,0,805306376,0
6739,2875,13394367702344918,0,805306376,0
6740,5,13394367711139089,0,805306376,0
6741,2331,13394367713155415,0,805306376,0
6742,2332,13394367716247719,0,805306376,0
6743,43,13394367719962851,0,805306376,0
6744,9,13394367725339371,0,805306376,0
6745,908,13394367725855694,0,805306376,0
6746,9,13394368227063222,6744,805306368,0
6747,86,13394368228330752,6746,805306368,0
6748,782,13394368251929396,6747,805306368,0
6749,2409,13394368262848693,6748,805306368,0
6750,52,13394368265103862,6749,805306368,0
6751,2982,13394368268869168,6750,805306368,0
6752,52,13394368269585108,0,822083584,0
6753,2409,13394368272584849,0,822083584,0
6754,2860,13394368282041341,0,805306368,0
6755,2983,13394368282047635,0,805306368,0
6756,2984,13394368303350246,0,805306368,0
6757,2985,13394368304622964,0,805306368,0
6758,2986,13394368307772863,0,805306368,0
6759,2987,13394368309299062,0,805306368,0
6760,2988,13394368314976058,0,805306368,0
6761,2989,13394368324739329,0,805306368,0
6762,2854,13394368363201652,0,805306368,0
6763,2989,13394368370351838,6762,805306368,0
6764,2854,13394368370823063,6762,805306368,0
6765,2860,13394368371391139,0,822083592,0
6766,2860,13394368371397301,0,805306368,0
6767,25,13394368380523761,0,805306370,1
6768,89,13394368382551938,6767,805306368,1
6769,2990,13394368386320561,6767,805306368,1
6770,36,13394368413743505,0,805306368,0
6771,2991,13394368413749781,0,805306368,0
6772,2992,13394368421136031,0,805306368,0
6773,2993,13394368424614277,0,805306368,0
6774,2994,13394368766251829,0,805306368,0
6775,2995,13394368779127433,0,805306368,0
6776,2996,13394368790720185,0,805306368,0
6777,2997,13394368791450347,0,805306368,0
6778,2998,13394368791537143,0,805306368,0
6779,2997,13394368792198003,0,805306368,0
6780,2998,13394369266186619,0,805306368,0
6781,2999,13394369266542691,0,805306368,0
6782,3000,13394369267087767,0,805306368,0
6783,3001,13394369267414773,0,805306368,0
6784,3002,13394369267944251,0,805306368,0
6785,3003,13394369268401188,0,805306368,0
6786,3004,13394369269170017,0,805306368,0
6787,3005,13394369269274949,0,805306368,0
6788,3004,13394369270252528,0,805306368,0
6789,3003,13394369270406601,0,805306368,0
6790,3002,13394369270558743,0,805306368,0
6791,3001,13394369271070344,0,805306368,0
6792,3000,13394369271110147,0,805306368,0
6793,2999,13394369271140153,0,805306368,0
6794,2998,13394369271168274,0,805306368,0
6795,2997,13394369271197544,0,805306368,0
6796,2996,13394369271229939,0,805306368,0
6797,2995,13394369271261808,0,805306368,0
6798,3006,13394369274238078,0,805306368,0
6799,3007,13394369274407343,0,805306368,0
6800,3008,13394369274585411,0,805306368,0
6801,3007,13394369274826596,0,805306368,0
6802,3006,13394369274987791,0,805306368,0
6803,2995,13394369275342195,0,805306368,0
6804,2996,13394369276238608,0,805306368,0
6805,2997,13394369278261767,0,805306368,0
6806,2996,13394369281172302,0,805306368,0
6807,2996,13394369307515363,0,805306368,0
6808,2995,13394369307550729,0,805306368,0
6809,3006,13394369307578208,0,805306368,0
6810,3007,13394369307611565,0,805306368,0
6811,3008,13394369307642985,0,805306368,0
6812,3009,13394369307676525,0,805306368,0
6813,3010,13394369307708867,0,805306368,0
6814,3011,13394369307741941,0,805306368,0
6815,3012,13394369307769760,0,805306368,0
6816,3013,13394369307800746,0,805306368,0
6817,3014,13394369307847546,0,805306368,0
6818,3015,13394369307887082,0,805306368,0
6819,3016,13394369307913563,0,805306368,0
6820,3017,13394369307942379,0,805306368,0
6821,3018,13394369307982873,0,805306368,0
6822,3019,13394369308011183,0,805306368,0
6823,3020,13394369308041863,0,805306368,0
6824,3021,13394369308077007,0,805306368,0
6825,3022,13394369308113127,0,805306368,0
6826,3023,13394369308138204,0,805306368,0
6827,3024,13394369308178652,0,805306368,0
6828,3025,13394369308214919,0,805306368,0
6829,3026,13394369308250367,0,805306368,0
6830,3027,13394369308286394,0,805306368,0
6831,3028,13394369308321121,0,805306368,0
6832,3029,13394369308349776,0,805306368,0
6833,3030,13394369308385435,0,805306368,0
6834,3031,13394369308406628,0,805306368,0
6835,3032,13394369308442339,0,805306368,0
6836,3033,13394369308472925,0,805306368,0
6837,3034,13394369308506979,0,805306368,0
6838,3035,13394369308546728,0,805306368,0
6839,3036,13394369308572322,0,805306368,0
6840,3037,13394369308601484,0,805306368,0
6841,3038,13394369308632164,0,805306368,0
6842,3039,13394369308697753,0,805306368,0
6843,3040,13394369308714366,0,805306368,0
6844,3041,13394369308740514,0,805306368,0
6845,3042,13394369308765325,0,805306368,0
6846,3043,13394369308797164,0,805306368,0
6847,3044,13394369308826562,0,805306368,0
6848,3045,13394369308854094,0,805306368,0
6849,3044,13394369309161028,0,805306368,0
6850,3043,13394369309274403,0,805306368,0
6851,3042,13394369309330470,0,805306368,0
6852,3041,13394369309454129,0,805306368,0
6853,3040,13394369309639049,0,805306368,0
6854,3039,13394369310065295,0,805306368,0
6855,3038,13394369310233481,0,805306368,0
6856,3037,13394369310506650,0,805306368,0
6857,3036,13394369310569376,0,805306368,0
6858,3035,13394369310944870,0,805306368,0
6859,3034,13394369311155137,0,805306368,0
6860,3033,13394369311269931,0,805306368,0
6861,3032,13394369311695334,0,805306368,0
6862,3031,13394369311887974,0,805306368,0
6863,3030,13394369312064411,0,805306368,0
6864,3029,13394369312244983,0,805306368,0
6865,3028,13394369312328120,0,805306368,0
6866,3027,13394369312434590,0,805306368,0
6867,3026,13394369312625047,0,805306368,0
6868,3025,13394369312875189,0,805306368,0
6869,3024,13394369313197724,0,805306368,0
6870,3023,13394369313669879,0,805306368,0
6871,3022,13394369314117002,0,805306368,0
6872,3023,13394369314476916,0,805306368,0
6873,3024,13394369314616507,0,805306368,0
6874,3025,13394369314738038,0,805306368,0
6875,3024,13394369315193180,0,805306368,0
6876,3023,13394369315259685,0,805306368,0
6877,3022,13394369315714136,0,805306368,0
6878,3021,13394369316091631,0,805306368,0
6879,3020,13394369316764866,0,805306368,0
6880,3019,13394369316850232,0,805306368,0
6881,3018,13394369317350204,0,805306368,0
6882,3017,13394369317439865,0,805306368,0
6883,3016,13394369317924098,0,805306368,0
6884,3015,13394369317998014,0,805306368,0
6885,3014,13394369318514759,0,805306368,0
6886,3013,13394369318581920,0,805306368,0
6887,3012,13394369319126904,0,805306368,0
6888,3011,13394369319171630,0,805306368,0
6889,3012,13394369319979018,0,805306368,0
6890,3011,13394369320422905,0,805306368,0
6891,3010,13394369322221024,0,805306368,0
6892,3009,13394369322771401,0,805306368,0
6893,3008,13394369323363842,0,805306368,0
6894,3007,13394369324357038,0,805306368,0
6895,3006,13394369325077026,0,805306368,0
6896,2995,13394369325841805,0,805306368,0
6897,3046,13394369353825551,6767,805306368,1
6898,3047,13394369355094481,6767,805306368,1
6899,3048,13394369355377339,6767,805306368,1
6900,3006,13394369356781065,0,805306368,0
6901,2995,13394369357038219,0,805306368,0
6902,2996,13394369357253317,0,805306368,0
6903,2997,13394369357363851,0,805306368,0
6904,2998,13394369358105390,0,805306368,0
6905,2999,13394369358555768,0,805306368,0
6906,3000,13394369380246567,0,805306368,0
6907,3001,13394369381799093,0,805306368,0
6908,3002,13394369381848363,0,805306368,0
6909,3001,13394369382456293,0,805306368,0
6910,3002,13394369383332529,0,805306368,0
6911,36,13394369433738634,0,805306368,0
6912,3049,13394369438747153,0,805306368,0
6913,3003,13394369688856896,0,805306368,0
6914,3004,13394369689446008,0,805306368,0
6915,3005,13394369689855982,0,805306368,0
6916,3004,13394369691244271,0,805306368,0
6917,3003,13394369694418358,0,805306368,0
6918,3025,13394369745715978,0,805306368,0
6919,3025,13394369770571049,0,805306368,0
6920,3026,13394369770876401,0,805306368,0
6921,3025,13394369771317190,0,805306368,0
6922,3025,13394369773046189,0,805306368,0
6923,3025,13394369778312483,0,805306368,0
6924,3050,13394369783563422,0,805306368,0
6925,3051,13394369835026206,0,805306368,0
6926,3052,13394369841931786,6767,805306368,1
6927,3052,13394369841938336,6767,805306368,1
6928,36,13394369915018694,0,805306368,0
6929,3053,13394371775493349,0,805306368,0
6930,36,13394372100504801,0,805306368,0
6931,3054,13394372102065368,0,805306368,0
6932,3055,13394374688753553,0,805306368,0
6933,9,13394375233391652,6753,805306368,0
6934,42,13394375616237658,0,805306368,0
6935,3056,13394375619008062,0,805306368,0
6936,134,13394375910312451,0,805306368,0
6937,133,13394375921707967,6936,805306368,0
6938,36,13394376136341349,0,805306368,0
6939,3056,13394383936009526,0,805306376,0
6940,3054,13394383936675680,0,805306376,0
6941,1431,13394383937153264,0,805306376,0
6942,133,13394383939173481,0,805306376,0
6943,153,13394383945072085,0,805306376,0
6944,9,13394383946005530,0,805306376,0
6945,908,13394383946797748,0,805306376,0
6946,36,13394383951502910,0,805306376,0
6947,3055,13394383966199706,0,805306376,0
6948,2875,13394383969246299,0,805306376,0
6949,2837,13394383977815138,0,805306376,0
6950,2817,13394383977901625,0,805306376,0
6951,2319,13394383984058012,0,805306376,0
6952,2668,13394383987927182,0,805306376,0
6953,1671,13394383992347418,0,805306376,0
6954,2979,13394383997181182,0,805306376,0
6955,85,13394383997281337,0,805306376,0
6956,2332,13394384002248528,0,805306376,0
6957,2331,13394384004396213,0,805306376,0
6958,2529,13394384006309708,0,805306376,0
6959,3057,13394386421112752,0,805306368,0
6960,3058,13394386422810766,0,805306368,0
6961,36,13394386425392663,0,805306368,0
6962,2588,13394386425398587,0,805306368,0
6963,3059,13394386476567480,0,805306368,0
6964,36,13394388352832105,0,805306368,0
6965,3060,13394388377723504,0,805306368,0
6966,3061,13394388409704790,0,805306368,0
6967,839,13394388514983607,0,822083592,0
6968,1852,13394388517446063,0,805306368,0
6969,816,13394388518749675,0,805306368,0
6970,1406,13394388536663531,0,805306368,0
6971,3062,13394388554009478,0,805306368,0
6972,3063,13394388557680386,0,805306368,0
6973,36,13394389051735392,0,805306368,0
6974,3064,13394389057209141,0,805306368,0
6975,3065,13394389069718785,0,805306368,0
6976,3066,13394389075134310,0,805306368,0
6977,3066,13394391590051580,0,805306376,0
6978,36,13394391592113464,0,805306376,0
6979,3064,13394391592202774,0,805306376,0
6980,3057,13394391595338143,0,805306376,0
6981,133,13394391596990114,0,805306376,0
6982,3059,13394391598443778,0,805306376,0
6983,134,13394391603610396,0,805306368,0
6984,133,13394391607166453,6983,805306368,0
6985,3060,13394391608374183,0,805306376,0
6986,2331,13394391608623740,0,805306376,0
6987,3055,13394391608833978,0,805306376,0
6988,2875,13394391620599579,0,805306376,0
6989,2837,13394391626248724,0,805306376,0
6990,2817,13394391639391818,0,805306376,0
6991,2319,13394391644175602,0,805306376,0
6992,2668,13394391649161176,0,805306376,0
6993,1671,13394391654020328,0,805306376,0
6994,85,13394391654914119,0,805306376,0
6995,2979,13394391662419281,0,805306376,0
6996,2332,13394391667878754,0,805306376,0
6997,9,13394391672449208,0,805306376,0
6998,908,13394391672773198,0,805306376,0
6999,9,13394392041032676,6997,805306368,0
7000,52,13394392042940738,6999,805306368,0
7001,3067,13394392049596083,7000,805306368,0
7002,52,13394392050167546,0,822083584,0
7003,3057,13394392432091509,6980,805306368,0
7004,3068,13394392432099222,7003,805306368,0
7005,25,13394392913574661,0,805306370,1
7006,3056,13394392915260914,0,805306376,0
7007,2949,13394392917260563,7005,805306368,1
7008,537,13394392922601648,7007,805306368,1
7009,538,13394392923439241,7007,805306368,1
7010,3069,13394392935742215,7009,805306368,1
7011,3070,13394392938385799,7010,805306368,1
7012,25,13394392940973354,7011,805306368,1
7013,25,13394392942105898,7012,805306368,1
7014,3071,13394392948937209,7013,805306368,1
7015,3072,13394392954890838,7013,805306368,1
7016,3071,13394392961108410,7013,805306368,1
7017,25,13394392963130991,7013,822083584,1
7018,89,13394392965586488,7017,805306368,1
7019,3073,13394392967737158,7017,805306368,1
7020,3074,13394393273204760,7017,805306368,1
7021,3075,13394393273703041,7017,805306368,1
7022,3076,13394393274908316,7017,805306368,1
7023,3077,13394393284985904,7017,805306368,1
7024,3078,13394393286048698,7017,805306368,1
7025,3079,13394393286126525,7017,805306368,1
7026,3080,13394393287196317,7017,805306368,1
7027,3081,13394393287604579,7017,805306368,1
7028,3082,13394393288041575,7017,805306368,1
7029,3083,13394393288456034,7017,805306368,1
7030,3084,13394393288901389,7017,805306368,1
7031,3085,13394393289553397,7017,805306368,1
7032,3086,13394393290108633,7017,805306368,1
7033,3087,13394393290637659,7017,805306368,1
7034,3088,13394393291263625,7017,805306368,1
7035,3089,13394393292054672,7017,805306368,1
7036,3090,13394393292711731,7017,805306368,1
7037,3091,13394393293374096,7017,805306368,1
7038,3092,13394393293759812,7017,805306368,1
7039,3093,13394393294066334,7017,805306368,1
7040,3094,13394393294635428,7017,805306368,1
7041,3095,13394393295274523,7017,805306368,1
7042,3096,13394393295904336,7017,805306368,1
7043,3097,13394393296581147,7017,805306368,1
7044,3098,13394393296958706,7017,805306368,1
7045,3075,13394393297602231,7017,805306368,1
7046,3074,13394393298015607,7017,805306368,1
7047,3099,13394393298704255,7017,805306368,1
7048,3100,13394393308834233,7017,805306368,1
7049,3100,13394393308846919,7017,805306368,1
7050,36,13394393678936684,0,805306368,0
7051,36,13394393678943448,0,805306368,0
7052,5,13394393876252779,0,805306376,0
7053,5,13394393886520599,0,805306368,0
7054,5,13394393895462517,0,805306368,0
7055,3101,13394394018726358,7017,805306368,1
7056,3102,13394394019695631,7017,805306368,1
7057,3103,13394394019868118,7017,805306368,1
7058,3104,13394394021783927,7017,805306368,1
7059,3105,13394394021961770,7017,805306368,1
7060,3106,13394394023024482,7017,805306368,1
7061,3107,13394394023384610,7017,805306368,1
7062,3108,13394394023983534,7017,805306368,1
7063,3109,13394394024771539,7017,805306368,1
7064,3110,13394394025115272,7017,805306368,1
7065,3111,13394394025451418,7017,805306368,1
7066,3112,13394394025833103,7017,805306368,1
7067,3113,13394394026610916,7017,805306368,1
7068,3114,13394394027255877,7017,805306368,1
7069,3115,13394394027772607,7017,805306368,1
7070,3116,13394394028278629,7017,805306368,1
7071,3117,13394394028704746,7017,805306368,1
7072,3118,13394394029076419,7017,805306368,1
7073,3119,13394394029442459,7017,805306368,1
7074,3120,13394394029896777,7017,805306368,1
7075,3121,13394394030295071,7017,805306368,1
7076,3122,13394394030683349,7017,805306368,1
7077,3123,13394394031110860,7017,805306368,1
7078,3124,13394394031515553,7017,805306368,1
7079,3123,13394394031961461,7017,805306368,1
7080,3124,13394394032521414,7017,805306368,1
7081,3125,13394394033741814,7017,805306368,1
7082,3126,13394394034455149,7017,805306368,1
7083,3127,13394394035210030,7017,805306368,1
7084,3105,13394394035675974,7017,805306368,1
7085,3104,13394394036141547,7017,805306368,1
7086,3128,13394394036664263,7017,805306368,1
7087,3129,13394394037088016,7017,805306368,1
7088,3130,13394394037576158,7017,805306368,1
7089,3131,13394394038453814,7017,805306368,1
7090,3132,13394394039463643,7017,805306368,1
7091,3133,13394394040160440,7017,805306368,1
7092,3132,13394394040716683,7017,805306368,1
7093,3131,13394394041331635,7017,805306368,1
7094,3130,13394394046111513,7017,805306368,1
7095,3131,13394394046464696,7017,805306368,1
7096,3132,13394394050673842,7017,805306368,1
7097,3133,13394394051190898,7017,805306368,1
7098,3134,13394394051218723,7017,805306368,1
7099,3135,13394394051579633,7017,805306368,1
7100,3136,13394394051940295,7017,805306368,1
7101,3137,13394394052371384,7017,805306368,1
7102,3138,13394394055071486,7017,805306368,1
7103,3139,13394394055077854,7017,805306368,1
7104,3140,13394394055448017,7017,805306368,1
7105,3103,13394394055837966,7017,805306368,1
7106,3102,13394394056213596,7017,805306368,1
7107,3141,13394394056712607,7017,805306368,1
7108,3142,13394394057118354,0,805306368,0
7109,3143,13394394057525003,0,805306368,0
7110,3101,13394394057939846,0,805306368,0
7111,3144,13394394058338366,0,805306368,0
7112,3059,13394394492650689,0,805306368,0
7113,2588,13394394492656733,0,805306368,0
7114,3145,13394394495248109,7113,805306368,0
7115,25,13394395924234329,0,805306370,1
7116,89,13394395926386674,7115,805306368,1
7117,3146,13394395930824550,7115,805306368,1
7118,3146,13394395930832772,7115,805306368,1
7119,3147,13394396149616794,7115,805306368,1
7120,3148,13394396151087718,7115,805306368,1
7121,3149,13394396151899575,7115,805306368,1
7122,3150,13394396152534286,7115,805306368,1
7123,3151,13394396153012744,7115,805306368,1
7124,3152,13394396153394572,7115,805306368,1
7125,3153,13394396153742552,7115,805306368,1
7126,3154,13394396154338844,7115,805306368,1
7127,3155,13394396154951300,7115,805306368,1
7128,3156,13394396155461991,7115,805306368,1
7129,3157,13394396156030927,7115,805306368,1
7130,3158,13394396156570977,7115,805306368,1
7131,3159,13394396157099689,7115,805306368,1
7132,3160,13394396157683705,7115,805306368,1
7133,3161,13394396158256421,7115,805306368,1
7134,3162,13394396158769206,7115,805306368,1
7135,3163,13394396159369825,7115,805306368,1
7136,3164,13394396159882027,7115,805306368,1
7137,3165,13394396160269018,7115,805306368,1
7138,3166,13394396160687282,7115,805306368,1
7139,3167,13394396161351142,7115,805306368,1
7140,3168,13394396161698397,7115,805306368,1
7141,3169,13394396162316318,7115,805306368,1
7142,3168,13394396162944534,7115,805306368,1
7143,3170,13394396166446390,7115,805306368,1
7144,3168,13394396167194838,7115,805306368,1
7145,3171,13394396175258155,7115,805306368,1
7146,3172,13394396175657321,7115,805306368,1
7147,3170,13394396187178229,7115,805306368,1
7148,3172,13394396187761981,7115,805306368,1
7149,3170,13394396226644870,7115,805306368,1
7150,3172,13394396227153157,7115,805306368,1
7151,3170,13394396229797812,7115,805306368,1
7152,3168,13394396230291285,7115,805306368,1
7153,3169,13394396231095990,7115,805306368,1
7154,3173,13394396231495492,7115,805306368,1
